Symbol,Date,Expiry,Option type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover * in  ₹ Lakhs,Premium Turnover ** in ₹ Lakhs,Open Int,Change in OI,Underlying Value  
IDEA,18-Jul-2023,28-Sep-2023,CE,11.00,-,-,-,0.20,-,0.15,-,-,-,-,-,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,12.00,-,-,-,0.10,-,0.10,-,-,-,-,-,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,13.00,0.10,0.10,0.10,0.10,0.10,0.05,2.00,20.96,0.16,1200000.00,160000.00,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,2.00,-,-,-,5.50,-,5.70,-,-,-,-,-,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,3.00,-,-,-,4.50,-,4.70,-,-,-,-,-,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,4.00,-,-,-,3.55,-,3.75,-,-,-,-,-,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,5.00,-,-,-,2.65,-,2.80,-,-,-,-,-,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,6.00,-,-,-,1.85,-,1.95,-,-,-,-,-,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,7.00,-,-,-,1.15,1.15,1.25,-,-,-,320000.00,-,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,8.00,0.70,0.80,0.70,0.70,0.70,0.75,7.00,48.80,4.00,5920000.00,-,7.65
IDEA,18-Jul-2023,28-Sep-2023,CE,9.00,0.40,0.45,0.40,0.45,0.45,0.45,5.00,37.64,1.64,1040000.00,320000.00,7.65
IDEA,19-Jul-2023,27-Jul-2023,CE,10.00,0.05,0.05,0.05,0.05,0.05,-,2.00,16.08,0.08,28000000.00,80000.00,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,11.00,-,-,-,0.05,0.05,-,-,-,-,13440000.00,-,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,12.00,-,-,-,0.05,0.05,-,-,-,-,2640000.00,-,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,13.00,-,-,-,0.05,0.05,-,-,-,-,2000000.00,-,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,2.00,-,-,-,4.95,-,5.70,-,-,-,-,-,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,3.00,-,-,-,4.00,-,4.70,-,-,-,-,-,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,4.00,-,-,-,3.00,-,3.75,-,-,-,-,-,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,5.00,2.70,2.70,2.70,2.70,2.70,2.70,1.00,6.16,2.16,480000.00,-80000.00,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,6.00,-,-,-,1.80,1.80,1.75,-,-,-,1600000.00,-,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,7.00,0.70,0.90,0.70,0.75,0.70,0.75,288.00,1789.96,177.16,24240000.00,-960000.00,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,8.00,0.20,0.25,0.15,0.15,0.15,0.15,961.00,6291.88,141.48,104560000.00,-320000.00,7.70
IDEA,19-Jul-2023,27-Jul-2023,CE,9.00,0.05,0.10,0.05,0.05,0.05,0.05,306.00,2215.60,12.40,67840000.00,2240000.00,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,10.00,0.10,0.15,0.10,0.15,0.15,0.15,131.00,1063.64,15.64,18480000.00,880000.00,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,11.00,-,-,-,0.05,0.05,0.05,-,-,-,2320000.00,-,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,12.00,-,-,-,0.05,0.05,0.05,-,-,-,3760000.00,-,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,13.00,-,-,-,0.05,0.05,0.05,-,-,-,3680000.00,-,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,2.00,-,-,-,5.05,-,5.75,-,-,-,-,-,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,3.00,-,-,-,4.10,-,4.75,-,-,-,-,-,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,4.00,-,-,-,3.15,-,3.75,-,-,-,-,-,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,5.00,-,-,-,2.25,-,2.75,-,-,-,-,-,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,6.00,-,-,-,2.00,2.00,1.85,-,-,-,1520000.00,-,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,7.00,0.95,1.10,0.95,1.00,1.00,1.00,192.00,1234.84,159.64,13200000.00,2480000.00,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,8.00,0.50,0.60,0.45,0.45,0.45,0.45,301.00,2050.08,123.68,24880000.00,2400000.00,7.70
IDEA,19-Jul-2023,31-Aug-2023,CE,9.00,0.20,0.30,0.20,0.25,0.25,0.25,145.00,1072.80,28.80,20720000.00,480000.00,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,10.00,0.25,0.25,0.25,0.25,0.25,0.25,1.00,8.20,0.20,1120000.00,-,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,11.00,-,-,-,0.20,-,0.15,-,-,-,-,-,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,12.00,-,-,-,0.10,-,0.10,-,-,-,-,-,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,13.00,-,-,-,0.10,0.10,0.05,-,-,-,1200000.00,-,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,2.00,-,-,-,5.50,-,5.75,-,-,-,-,-,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,3.00,-,-,-,4.50,-,4.75,-,-,-,-,-,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,4.00,-,-,-,3.55,-,3.80,-,-,-,-,-,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,5.00,-,-,-,2.65,-,2.85,-,-,-,-,-,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,6.00,-,-,-,1.85,-,1.95,-,-,-,-,-,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,7.00,1.15,1.40,1.15,1.15,1.15,1.15,16.00,104.52,14.92,1440000.00,1120000.00,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,8.00,0.75,0.75,0.70,0.70,0.70,0.70,12.00,83.80,7.00,6240000.00,320000.00,7.70
IDEA,19-Jul-2023,28-Sep-2023,CE,9.00,0.40,0.40,0.40,0.40,0.40,0.45,1.00,7.52,0.32,1040000.00,-,7.70
IDEA,20-Jul-2023,27-Jul-2023,CE,10.00,0.05,0.05,0.05,0.05,0.05,-,1.00,8.04,0.04,28080000.00,80000.00,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,11.00,-,-,-,0.05,0.05,-,-,-,-,13440000.00,-,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,12.00,-,-,-,0.05,0.05,-,-,-,-,2640000.00,-,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,13.00,-,-,-,0.05,0.05,-,-,-,-,2000000.00,-,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,2.00,-,-,-,4.95,-,5.55,-,-,-,-,-,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,3.00,-,-,-,4.00,-,4.55,-,-,-,-,-,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,4.00,-,-,-,3.00,-,3.60,-,-,-,-,-,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,5.00,2.70,2.70,2.70,2.70,2.70,2.60,5.00,30.80,10.80,480000.00,-,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,6.00,1.65,1.65,1.60,1.60,1.60,1.60,2.00,12.20,2.60,1600000.00,-,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,7.00,0.75,0.75,0.55,0.60,0.60,0.60,61.00,372.88,31.28,24400000.00,160000.00,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,8.00,0.15,0.15,0.10,0.10,0.10,0.10,439.00,2852.04,42.44,103280000.00,-1280000.00,7.55
IDEA,20-Jul-2023,27-Jul-2023,CE,9.00,0.05,0.05,0.05,0.05,0.05,0.05,11.00,79.64,0.44,68560000.00,720000.00,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,10.00,0.15,0.15,0.10,0.15,0.15,0.15,15.00,121.40,1.40,18400000.00,-80000.00,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,11.00,0.10,0.10,0.10,0.10,0.10,0.10,3.00,26.64,0.24,2400000.00,80000.00,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,12.00,0.05,0.05,0.05,0.05,0.05,0.05,11.00,106.04,0.44,4080000.00,320000.00,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,13.00,-,-,-,0.05,0.05,-,-,-,-,3680000.00,-,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,2.00,-,-,-,5.05,-,5.60,-,-,-,-,-,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,3.00,-,-,-,4.10,-,4.60,-,-,-,-,-,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,4.00,-,-,-,3.15,-,3.60,-,-,-,-,-,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,5.00,-,-,-,2.25,-,2.60,-,-,-,-,-,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,6.00,1.75,1.75,1.75,1.75,1.75,1.70,1.00,6.20,1.40,1600000.00,80000.00,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,7.00,0.95,1.00,0.90,0.90,0.90,0.90,110.00,700.64,84.64,19360000.00,6160000.00,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,8.00,0.45,0.50,0.35,0.40,0.40,0.40,242.00,1633.56,84.76,25760000.00,880000.00,7.55
IDEA,20-Jul-2023,31-Aug-2023,CE,9.00,0.20,0.25,0.20,0.20,0.20,0.20,173.00,1273.32,27.72,24400000.00,3680000.00,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,10.00,0.25,0.25,0.25,0.25,0.25,0.20,4.00,32.80,0.80,1440000.00,320000.00,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,11.00,-,-,-,0.20,-,0.10,-,-,-,-,-,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,12.00,-,-,-,0.10,-,0.05,-,-,-,-,-,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,13.00,-,-,-,0.10,0.10,0.05,-,-,-,1200000.00,-,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,2.00,-,-,-,5.50,-,5.60,-,-,-,-,-,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,3.00,-,-,-,4.50,-,4.60,-,-,-,-,-,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,4.00,-,-,-,3.55,-,3.65,-,-,-,-,-,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,5.00,-,-,-,2.65,-,2.70,-,-,-,-,-,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,6.00,-,-,-,1.85,-,1.85,-,-,-,-,-,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,7.00,1.15,1.15,1.10,1.10,1.10,1.15,5.00,32.56,4.56,1760000.00,320000.00,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,8.00,0.70,0.70,0.70,0.70,0.70,0.70,1.00,6.96,0.56,6160000.00,-80000.00,7.55
IDEA,20-Jul-2023,28-Sep-2023,CE,9.00,0.35,0.35,0.35,0.35,0.35,0.40,2.00,14.96,0.56,1120000.00,80000.00,7.55
IDEA,21-Jul-2023,27-Jul-2023,CE,10.00,0.05,0.05,0.05,0.05,0.05,-,2.00,16.08,0.08,28080000.00,-,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,11.00,-,-,-,0.05,0.05,-,-,-,-,13440000.00,-,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,12.00,-,-,-,0.05,0.05,-,-,-,-,2640000.00,-,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,13.00,-,-,-,0.05,0.05,-,-,-,-,2000000.00,-,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,2.00,-,-,-,4.95,-,5.85,-,-,-,-,-,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,3.00,-,-,-,4.00,-,4.85,-,-,-,-,-,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,4.00,-,-,-,3.00,-,3.85,-,-,-,-,-,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,5.00,-,-,-,2.70,2.70,2.90,-,-,-,480000.00,-,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,6.00,1.75,1.75,1.75,1.75,1.75,1.90,1.00,6.20,1.40,1600000.00,-,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,7.00,0.65,0.95,0.65,0.90,0.95,0.90,100.00,625.68,65.68,24800000.00,400000.00,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,8.00,0.10,0.25,0.05,0.20,0.25,0.20,1640.00,10691.68,195.68,97040000.00,-6240000.00,7.85
IDEA,21-Jul-2023,27-Jul-2023,CE,9.00,0.05,0.10,0.05,0.05,0.05,0.05,273.00,1977.08,11.48,64640000.00,-3920000.00,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,10.00,0.10,0.20,0.10,0.15,0.15,0.15,58.00,470.72,6.72,20080000.00,1680000.00,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,11.00,0.10,0.10,0.05,0.10,0.10,0.10,51.00,452.76,3.96,3760000.00,1360000.00,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,12.00,0.05,0.05,0.05,0.05,0.05,0.05,19.00,183.16,0.76,5120000.00,1040000.00,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,1.00,10.44,0.04,3760000.00,80000.00,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,2.00,-,-,-,5.05,-,5.90,-,-,-,-,-,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,3.00,-,-,-,4.10,-,4.90,-,-,-,-,-,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,4.00,-,-,-,3.15,-,3.90,-,-,-,-,-,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,5.00,-,-,-,2.25,-,2.90,-,-,-,-,-,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,6.00,1.70,1.85,1.70,1.85,1.85,2.00,2.00,12.44,2.84,1600000.00,-,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,7.00,0.95,1.20,0.95,1.20,1.20,1.20,79.00,510.24,67.84,19280000.00,-80000.00,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,8.00,0.40,0.60,0.40,0.60,0.55,0.60,634.00,4315.80,258.20,45120000.00,19360000.00,7.85
IDEA,21-Jul-2023,31-Aug-2023,CE,9.00,0.20,0.30,0.15,0.30,0.25,0.30,482.00,3565.16,94.76,30800000.00,6400000.00,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,10.00,0.25,0.30,0.25,0.30,0.30,0.30,3.00,24.68,0.68,1440000.00,-,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,11.00,-,-,-,0.20,-,0.15,-,-,-,-,-,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,12.00,-,-,-,0.10,-,0.10,-,-,-,-,-,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,13.00,0.10,0.10,0.10,0.10,0.10,0.05,1.00,10.48,0.08,1280000.00,80000.00,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,2.00,-,-,-,5.50,-,5.90,-,-,-,-,-,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,3.00,-,-,-,4.50,-,4.90,-,-,-,-,-,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,4.00,-,-,-,3.55,-,3.95,-,-,-,-,-,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,5.00,-,-,-,2.65,-,2.95,-,-,-,-,-,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,6.00,-,-,-,1.85,-,2.10,-,-,-,-,-,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,7.00,1.15,1.20,1.15,1.20,1.20,1.35,8.00,52.32,7.52,2320000.00,560000.00,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,8.00,0.65,0.80,0.65,0.80,0.80,0.80,27.00,189.20,16.40,7680000.00,1520000.00,7.85
IDEA,21-Jul-2023,28-Sep-2023,CE,9.00,0.40,0.50,0.40,0.50,0.50,0.50,9.00,67.88,3.08,1120000.00,-,7.85
IDEA,24-Jul-2023,27-Jul-2023,CE,10.00,0.05,0.05,0.05,0.05,0.05,0.05,12.00,96.48,0.48,29040000.00,960000.00,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,11.00,-,-,-,0.05,0.05,-,-,-,-,13440000.00,-,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,12.00,-,-,-,0.05,0.05,-,-,-,-,2640000.00,-,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,13.00,-,-,-,0.05,0.05,-,-,-,-,2000000.00,-,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,2.00,-,-,-,4.95,-,5.90,-,-,-,-,-,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,3.00,-,-,-,4.00,-,4.90,-,-,-,-,-,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,4.00,-,-,-,3.00,-,3.90,-,-,-,-,-,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,5.00,-,-,-,2.70,2.70,2.90,-,-,-,480000.00,-,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,6.00,2.10,2.10,1.95,1.95,1.95,1.95,23.00,147.28,36.88,560000.00,-1040000.00,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,7.00,1.05,1.25,0.90,0.95,0.90,0.95,121.00,778.04,100.44,22560000.00,-2240000.00,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,8.00,0.25,0.35,0.10,0.15,0.15,0.15,1550.00,10211.56,291.56,87040000.00,-10000000.00,7.90
IDEA,24-Jul-2023,27-Jul-2023,CE,9.00,0.05,0.10,0.05,0.05,0.05,0.05,987.00,7162.92,56.52,69600000.00,4960000.00,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,10.00,0.20,0.25,0.15,0.20,0.15,0.20,325.00,2650.84,50.84,28560000.00,8480000.00,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,11.00,0.10,0.15,0.10,0.10,0.10,0.10,196.00,1741.00,16.20,8400000.00,4640000.00,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,12.00,0.10,0.10,0.05,0.10,0.10,0.05,24.00,231.88,1.48,6160000.00,1040000.00,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,13.00,0.05,0.10,0.05,0.05,0.05,0.05,25.00,261.04,1.04,5120000.00,1360000.00,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,2.00,-,-,-,5.05,-,5.95,-,-,-,-,-,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,3.00,-,-,-,4.10,-,4.95,-,-,-,-,-,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,4.00,-,-,-,3.15,-,3.95,-,-,-,-,-,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,5.00,-,-,-,2.25,-,2.95,-,-,-,-,-,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,6.00,2.10,2.10,2.00,2.00,2.00,2.00,3.00,19.28,4.88,1680000.00,80000.00,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,7.00,1.25,1.40,1.20,1.25,1.25,1.25,79.00,523.72,81.32,16240000.00,-3040000.00,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,8.00,0.60,0.75,0.55,0.55,0.55,0.55,664.00,4585.96,336.36,57280000.00,12160000.00,7.90
IDEA,24-Jul-2023,31-Aug-2023,CE,9.00,0.30,0.40,0.25,0.30,0.30,0.30,847.00,6319.04,220.64,39680000.00,8880000.00,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,10.00,0.35,0.40,0.35,0.35,0.35,0.35,7.00,58.00,2.00,1600000.00,160000.00,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,11.00,-,-,-,0.20,-,0.15,-,-,-,-,-,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,12.00,-,-,-,0.10,-,0.10,-,-,-,-,-,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,13.00,0.10,0.10,0.10,0.10,0.10,0.05,4.00,41.92,0.32,1600000.00,320000.00,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,2.00,-,-,-,5.50,-,5.95,-,-,-,-,-,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,3.00,-,-,-,4.50,-,4.95,-,-,-,-,-,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,4.00,-,-,-,3.55,-,3.95,-,-,-,-,-,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,5.00,-,-,-,2.65,-,3.00,-,-,-,-,-,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,6.00,0.55,0.55,0.55,0.55,0.55,2.10,8.00,41.92,3.52,640000.00,640000.00,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,7.00,-,-,-,1.20,1.20,1.40,-,-,-,2320000.00,-,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,8.00,0.90,0.90,0.80,0.80,0.80,0.85,4.00,28.40,2.80,7840000.00,160000.00,7.90
IDEA,24-Jul-2023,28-Sep-2023,CE,9.00,0.50,0.50,0.45,0.50,0.50,0.50,16.00,121.28,6.08,1760000.00,640000.00,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,10.00,-,-,-,0.05,0.05,-,-,-,-,29040000.00,-,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,11.00,-,-,-,0.05,0.05,-,-,-,-,13440000.00,-,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,12.00,-,-,-,0.05,0.05,-,-,-,-,2640000.00,-,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,13.00,-,-,-,0.05,0.05,-,-,-,-,2000000.00,-,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,2.00,-,-,-,4.95,-,5.90,-,-,-,-,-,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,3.00,-,-,-,4.00,-,4.90,-,-,-,-,-,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,4.00,-,-,-,3.00,-,3.90,-,-,-,-,-,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,5.00,-,-,-,2.70,2.70,2.90,-,-,-,480000.00,-,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,6.00,-,-,-,1.95,1.95,1.90,-,-,-,560000.00,-,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,7.00,1.00,1.00,0.85,0.95,1.00,0.95,61.00,386.44,44.84,21920000.00,-640000.00,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,8.00,0.15,0.20,0.05,0.10,0.15,0.10,807.00,5243.68,78.88,72480000.00,-14560000.00,7.90
IDEA,25-Jul-2023,27-Jul-2023,CE,9.00,0.05,0.05,0.05,0.05,0.05,-,20.00,144.80,0.80,70320000.00,720000.00,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,10.00,0.20,0.20,0.10,0.15,0.15,0.15,200.00,1624.20,24.20,30960000.00,2400000.00,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,11.00,0.10,0.10,0.10,0.10,0.10,0.10,70.00,621.60,5.60,8960000.00,560000.00,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,12.00,0.05,0.10,0.05,0.10,0.10,0.10,36.00,347.56,1.96,6320000.00,160000.00,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,11.00,114.84,0.44,5920000.00,800000.00,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,2.00,-,-,-,5.05,-,5.95,-,-,-,-,-,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,3.00,-,-,-,4.10,-,4.95,-,-,-,-,-,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,4.00,-,-,-,3.15,-,3.95,-,-,-,-,-,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,5.00,-,-,-,2.25,-,2.95,-,-,-,-,-,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,6.00,-,-,-,2.00,2.00,2.00,-,-,-,1680000.00,-,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,7.00,1.25,1.25,1.15,1.20,1.20,1.20,12.00,78.56,11.36,16080000.00,-160000.00,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,8.00,0.60,0.60,0.50,0.55,0.60,0.55,367.00,2512.44,163.64,60080000.00,2800000.00,7.90
IDEA,25-Jul-2023,31-Aug-2023,CE,9.00,0.30,0.35,0.25,0.30,0.30,0.30,276.00,2047.84,60.64,46000000.00,6320000.00,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,10.00,0.35,0.35,0.30,0.30,0.30,0.25,5.00,41.28,1.28,1920000.00,320000.00,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,11.00,-,-,-,0.20,-,0.15,-,-,-,-,-,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,12.00,-,-,-,0.10,-,0.10,-,-,-,-,-,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,13.00,0.10,0.10,0.10,0.10,0.10,0.05,1.00,10.48,0.08,1680000.00,80000.00,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,2.00,-,-,-,5.50,-,5.95,-,-,-,-,-,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,3.00,-,-,-,4.50,-,4.95,-,-,-,-,-,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,4.00,-,-,-,3.55,-,3.95,-,-,-,-,-,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,5.00,-,-,-,2.65,-,3.00,-,-,-,-,-,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,6.00,-,-,-,0.55,0.55,2.10,-,-,-,640000.00,-,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,7.00,1.40,1.40,1.40,1.40,1.40,1.40,1.00,6.72,1.12,2400000.00,80000.00,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,8.00,0.80,0.80,0.75,0.75,0.75,0.75,2.00,14.04,1.24,7920000.00,80000.00,7.90
IDEA,25-Jul-2023,28-Sep-2023,CE,9.00,0.45,0.45,0.45,0.45,0.45,0.45,8.00,60.48,2.88,2320000.00,560000.00,7.90
IDEA,26-Jul-2023,27-Jul-2023,CE,10.00,0.05,0.10,0.05,0.10,0.10,0.10,317.00,2553.52,17.52,29600000.00,560000.00,8.75
IDEA,26-Jul-2023,27-Jul-2023,CE,11.00,0.05,0.05,0.05,0.05,0.05,0.05,18.00,159.12,0.72,14640000.00,1200000.00,8.75
IDEA,26-Jul-2023,27-Jul-2023,CE,12.00,0.05,0.05,0.05,0.05,0.05,0.05,2.00,19.28,0.08,2800000.00,160000.00,8.75
IDEA,26-Jul-2023,27-Jul-2023,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,20.00,208.80,0.80,3280000.00,1280000.00,8.75
IDEA,26-Jul-2023,27-Jul-2023,CE,2.00,6.80,6.80,6.80,6.80,6.80,6.80,8.00,56.32,43.52,640000.00,640000.00,8.75
IDEA,26-Jul-2023,27-Jul-2023,CE,3.00,5.80,5.80,5.80,5.80,5.80,5.80,8.00,56.32,37.12,640000.00,640000.00,8.75
